z(angstrom),Df(Hz)
0,-5.66896146
0.021368652,-14.9946611
0.042737305,-14.55372967
0.064105957,-14.13484482
0.085474609,-14.17893796
0.106843262,-13.87028596
0.128211914,-14.46554339
0.149580566,-13.76005311
0.170949219,-14.15689139
0.192317871,-15.10489395
0.213686523,-13.16479568
0.235055176,-13.78209968
0.256423828,-12.12860683
0.27779248,-12.41521226
0.299161133,-12.54749169
0.320529785,-11.11446456
0.341898438,-12.6136314
0.36326709,-12.39316569
0.384635742,-11.37902341
0.406004395,-12.54749169
0.427373047,-11.81995484
0.448741699,-10.73967285
0.470110352,-9.460971714
0.491479004,-8.623202007
0.512847656,-9.92394971
0.534216309,-10.51920713
0.555584961,-8.86571429
0.576953613,-10.56330028
0.598322266,-9.416878572
0.619690918,-10.012136
0.64105957,-8.733434863
0.662428223,-7.741339157
0.683796875,-7.388594017
0.705165527,-7.07994202
0.72653418,-7.234268018
0.747902832,-7.43268716
0.769271484,-6.352405169
0.790640137,-8.424782866
0.812008789,-6.418544882
0.833377441,-6.264218884
0.854746094,-7.300407732
0.876114746,-5.49258889
0.897483398,-5.426449176
0.918852051,-6.19807917
0.940220703,-5.228030035
0.961589355,-5.470542319
0.982958008,-5.84533403
1.00432666,-5.823287459
1.025695313,-5.338262891
1.047063965,-5.117797179
1.068432617,-5.051657465
1.08980127,-6.109892885
1.111169922,-5.514635461
1.132538574,-5.13984375
1.153907227,-4.566632898
1.175275879,-4.720958896
1.196644531,-4.544586326
1.218013184,-4.78709861
1.239381836,-4.96347118
1.260750488,-4.302074043
1.282119141,-4.2579809
1.303487793,-4.280027471
1.324856445,-4.544586326
1.346225098,-4.390260328
1.36759375,-4.235934329
1.388962402,-4.037515188
1.410331055,-4.43435347
1.431699707,-4.368213756
1.453068359,-4.059561759
1.474437012,-4.037515188
1.495805664,-3.971375474
1.517174316,-4.103654901
1.538542969,-4.015468616
1.559911621,-3.927282331
1.581280273,-3.839096047
1.602648926,-3.839096047
1.624017578,-3.795002904
1.64538623,-3.883189189
1.666754883,-3.839096047
1.688123535,-3.795002904
1.709492188,-3.750909762
1.73086084,-3.795002904
1.752229492,-3.640676905
1.773598145,-3.530444049
1.794966797,-3.574537192
1.816335449,-3.486350907
1.837704102,-3.706816619
1.859072754,-3.530444049
1.880441406,-3.662723477
1.901810059,-3.530444049
1.923178711,-3.530444049
1.944547363,-3.442257764
1.965916016,-3.420211193
1.987284668,-3.574537192
2.00865332,-3.332024908
2.030021973,-3.243838623
2.051390625,-3.287931765
2.072759277,-3.309978337
2.09412793,-3.37611805
2.115496582,-3.332024908
2.136865234,-3.265885194
2.158233887,-3.155652338
2.179602539,-3.067466053
2.200971191,-3.265885194
2.222339844,-3.067466053
2.243708496,-3.111559195
2.265077148,-3.02337291
2.286445801,-3.089512624
2.307814453,-3.221792052
2.329183105,-3.02337291
2.350551758,-3.111559195
2.37192041,-3.045419482
2.393289063,-3.045419482
2.414657715,-3.001326339
2.436026367,-2.979279768
2.45739502,-3.067466053
2.478763672,-2.957233197
2.500132324,-2.84700034
2.521500977,-2.869046912
2.542869629,-2.891093483
2.564238281,-2.913140054
2.585606934,-2.935186625
2.606975586,-2.957233197
2.628344238,-2.780860627
2.649712891,-2.802907198
2.671081543,-2.802907198
2.692450195,-2.780860627
2.713818848,-2.714720913
2.7351875,-2.714720913
2.756556152,-2.758814055
2.777924805,-2.648581199
2.799293457,-2.714720913
2.820662109,-2.714720913
2.842030762,-2.648581199
2.863399414,-2.648581199
2.884768066,-2.582441486
2.906136719,-2.648581199
2.927505371,-2.582441486
2.948874023,-2.538348343
2.970242676,-2.582441486
2.991611328,-2.604488057
3.01297998,-2.538348343
3.034348633,-2.472208629
3.055717285,-2.560394914
3.077085937,-2.516301772
3.09845459,-2.582441486
3.119823242,-2.428115487
3.141191895,-2.494255201
3.162560547,-2.516301772
3.183929199,-2.450162058
3.205297852,-2.450162058
3.226666504,-2.494255201
3.248035156,-2.472208629
3.269403809,-2.450162058
3.290772461,-2.472208629
3.312141113,-2.317882631
3.333509766,-2.339929202
3.354878418,-2.428115487
3.37624707,-2.406068916
3.397615723,-2.361975773
3.418984375,-2.339929202
3.440353027,-2.251742917
3.46172168,-2.339929202
3.483090332,-2.317882631
3.504458984,-2.339929202
3.525827637,-2.384022344
3.547196289,-2.295836059
3.568564941,-2.295836059
3.589933594,-2.317882631
3.611302246,-2.251742917
3.632670898,-2.295836059
3.654039551,-2.251742917
3.675408203,-2.185603203
3.696776855,-2.229696346
3.718145508,-2.229696346
3.73951416,-2.207649774
3.760882813,-2.229696346
3.782251465,-2.141510061
3.803620117,-2.141510061
3.82498877,-2.163556632
3.846357422,-2.075370347
3.867726074,-2.075370347
3.889094727,-2.141510061
3.910463379,-2.009230633
3.931832031,-2.097416918
3.953200684,-2.031277204
3.974569336,-2.075370347
3.995937988,-2.075370347
4.017306641,-2.031277204
4.038675293,-2.075370347
4.060043945,-2.031277204
4.081412598,-2.031277204
4.10278125,-1.921044348
4.124149902,-2.009230633
4.145518555,-1.943090919
4.166887207,-1.921044348
4.188255859,-2.031277204
4.209624512,-1.987184062
4.230993164,-1.965137491
4.252361816,-1.965137491
4.273730469,-1.987184062
4.295099121,-1.943090919
4.316467773,-1.965137491
4.337836426,-1.965137491
4.359205078,-1.943090919
4.38057373,-1.921044348
4.401942383,-1.876951206
4.423311035,-1.854904634
4.444679688,-1.898997777
4.46604834,-1.854904634
4.487416992,-1.898997777
4.508785645,-1.898997777
4.530154297,-1.943090919
4.551522949,-1.810811492
4.572891602,-1.854904634
4.594260254,-1.832858063
4.615628906,-1.810811492
4.636997559,-1.810811492
4.658366211,-1.810811492
4.679734863,-1.810811492
4.701103516,-1.810811492
4.722472168,-1.788764921
4.74384082,-1.766718349
4.765209473,-1.788764921
4.786578125,-1.722625207
4.807946777,-1.788764921
4.82931543,-1.744671778
4.850684082,-1.656485493
4.872052734,-1.744671778
4.893421387,-1.832858063
4.914790039,-1.766718349
4.936158691,-1.700578636
4.957527344,-1.634438922
4.978895996,-1.810811492
5.000264648,-1.656485493
5.021633301,-1.722625207
5.043001953,-1.766718349
5.064370605,-1.612392351
5.085739258,-1.722625207
5.10710791,-1.700578636
5.128476562,-1.678532064
5.149845215,-1.612392351
5.171213867,-1.590345779
5.19258252,-1.634438922
5.213951172,-1.634438922
5.235319824,-1.612392351
5.256688477,-1.634438922
5.278057129,-1.634438922
5.299425781,-1.502159494
5.320794434,-1.612392351
5.342163086,-1.524206066
5.363531738,-1.656485493
5.384900391,-1.568299208
5.406269043,-1.524206066
5.427637695,-1.458066352
5.449006348,-1.546252637
5.470375,-1.458066352
5.491743652,-1.480112923
5.513112305,-1.546252637
5.534480957,-1.524206066
5.555849609,-1.41397321
5.577218262,-1.502159494
5.598586914,-1.524206066
5.619955566,-1.502159494
5.641324219,-1.546252637
5.662692871,-1.458066352
5.684061523,-1.458066352
5.705430176,-1.391926638
5.726798828,-1.480112923
5.74816748,-1.480112923
5.769536133,-1.458066352
5.790904785,-1.436019781
5.812273438,-1.436019781
5.83364209,-1.480112923
5.855010742,-1.480112923
5.876379395,-1.391926638
5.897748047,-1.41397321
5.919116699,-1.436019781
5.940485352,-1.41397321
5.961854004,-1.458066352
5.983222656,-1.369880067
6.004591309,-1.391926638
6.025959961,-1.325786925
6.047328613,-1.325786925
6.068697266,-1.325786925
6.090065918,-1.369880067
6.11143457,-1.369880067
6.132803223,-1.325786925
6.154171875,-1.347833496
6.175540527,-1.369880067
6.19690918,-1.369880067
6.218277832,-1.391926638
6.239646484,-1.325786925
6.261015137,-1.325786925
6.282383789,-1.325786925
6.303752441,-1.41397321
6.325121094,-1.281693782
6.346489746,-1.215554068
6.367858398,-1.303740353
6.389227051,-1.325786925
6.410595703,-1.215554068
6.431964355,-1.281693782
6.453333008,-1.259647211
6.47470166,-1.23760064
6.496070313,-1.303740353
6.517438965,-1.215554068
6.538807617,-1.23760064
6.56017627,-1.259647211
6.581544922,-1.215554068
6.602913574,-1.259647211
6.624282227,-1.325786925
6.645650879,-1.193507497
6.667019531,-1.193507497
6.688388184,-1.259647211
6.709756836,-1.259647211
6.731125488,-1.171460926
6.752494141,-1.171460926
6.773862793,-1.149414355
6.795231445,-1.23760064
6.816600098,-1.193507497
6.83796875,-1.215554068
6.859337402,-1.149414355
6.880706055,-1.171460926
6.902074707,-1.149414355
6.923443359,-1.127367783
6.944812012,-1.171460926
6.966180664,-1.193507497
6.987549316,-1.171460926
7.008917969,-1.171460926
7.030286621,-1.193507497
7.051655273,-1.127367783
7.073023926,-1.171460926
7.094392578,-1.127367783
7.11576123,-1.083274641
7.137129883,-1.149414355
7.158498535,-1.105321212
7.179867187,-1.105321212
7.20123584,-1.105321212
7.222604492,-1.149414355
7.243973145,-1.171460926
7.265341797,-1.105321212
7.286710449,-1.193507497
7.308079102,-1.127367783
7.329447754,-1.127367783
7.350816406,-1.06122807
7.372185059,-1.083274641
7.393553711,-1.105321212
7.414922363,-1.083274641
7.436291016,-1.06122807
7.457659668,-1.127367783
7.47902832,-1.127367783
7.500396973,-1.083274641
7.521765625,-1.017134927
7.543134277,-1.06122807
7.56450293,-1.127367783
7.585871582,-1.039181498
7.607240234,-0.995088356
7.628608887,-1.083274641
7.649977539,-1.06122807
7.671346191,-1.017134927
7.692714844,-1.039181498
7.714083496,-1.039181498
7.735452148,-1.06122807
7.756820801,-0.995088356
7.778189453,-1.039181498
7.799558105,-0.995088356
7.820926758,-1.039181498
7.84229541,-1.06122807
7.863664063,-0.995088356
7.885032715,-0.950995213
7.906401367,-0.950995213
7.92777002,-0.928948642
7.949138672,-0.973041785
7.970507324,-0.862808928
7.991875977,-0.950995213
8.013244629,-0.973041785
8.034613281,-0.906902071
8.055981934,-0.862808928
8.077350586,-0.928948642
8.098719238,-0.928948642
8.120087891,-0.950995213
8.141456543,-1.039181498
8.162825195,-0.928948642
8.184193848,-0.928948642
8.2055625,-0.928948642
8.226931152,-0.906902071
8.248299805,-0.928948642
8.269668457,-0.862808928
8.291037109,-0.906902071
8.312405762,-0.928948642
8.333774414,-0.928948642
8.355143066,-0.862808928
8.376511719,-0.8848555
8.397880371,-0.840762357
8.419249023,-0.928948642
8.440617676,-0.928948642
8.461986328,-0.8848555
8.48335498,-0.906902071
8.504723633,-0.906902071
8.526092285,-0.818715786
8.547460938,-0.906902071
8.56882959,-0.862808928
8.590198242,-0.862808928
8.611566895,-0.840762357
8.632935547,-0.840762357
8.654304199,-0.840762357
8.675672852,-0.840762357
8.697041504,-0.8848555
8.718410156,-0.818715786
8.739778809,-0.840762357
8.761147461,-0.840762357
8.782516113,-0.840762357
8.803884766,-0.862808928
8.825253418,-0.862808928
8.84662207,-0.818715786
8.867990723,-0.862808928
8.889359375,-0.862808928
8.910728027,-0.796669215
8.93209668,-0.796669215
8.953465332,-0.796669215
8.974833984,-0.818715786
8.996202637,-0.774622643
9.017571289,-0.862808928
9.038939941,-0.774622643
9.060308594,-0.818715786
9.081677246,-0.730529501
9.103045898,-0.774622643
9.124414551,-0.796669215
9.145783203,-0.796669215
9.167151855,-0.774622643
9.188520508,-0.840762357
9.20988916,-0.752576072
9.231257812,-0.774622643
9.252626465,-0.774622643
9.273995117,-0.818715786
9.29536377,-0.840762357
9.316732422,-0.818715786
9.338101074,-0.774622643
9.359469727,-0.774622643
9.380838379,-0.774622643
9.402207031,-0.796669215
9.423575684,-0.752576072
9.444944336,-0.730529501
9.466312988,-0.730529501
9.487681641,-0.774622643
9.509050293,-0.774622643
9.530418945,-0.774622643
9.551787598,-0.730529501
9.57315625,-0.752576072
9.594524902,-0.730529501
9.615893555,-0.796669215
9.637262207,-0.774622643
9.658630859,-0.730529501
9.679999512,-0.70848293
9.701368164,-0.70848293
9.722736816,-0.730529501
9.744105469,-0.752576072
9.765474121,-0.752576072
9.786842773,-0.664389787
9.808211426,-0.70848293
9.829580078,-0.70848293
9.85094873,-0.70848293
9.872317383,-0.686436358
9.893686035,-0.642343216
9.915054688,-0.686436358
9.93642334,-0.70848293
9.957791992,-0.730529501
9.979160645,-0.70848293
10.0005293,-0.664389787
10.02189795,-0.620296645
10.0432666,-0.70848293
10.06463525,-0.620296645
10.08600391,-0.664389787
10.10737256,-0.664389787
10.12874121,-0.598250073
10.15010986,-0.70848293
10.17147852,-0.664389787
10.19284717,-0.664389787
10.21421582,-0.642343216
10.23558447,-0.664389787
10.25695312,-0.730529501
10.27832178,-0.620296645
10.29969043,-0.642343216
10.32105908,-0.620296645
10.34242773,-0.70848293
10.36379639,-0.620296645
10.38516504,-0.664389787
10.40653369,-0.664389787
10.42790234,-0.70848293
10.449271,-0.576203502
10.47063965,-0.642343216
10.4920083,-0.598250073
10.51337695,-0.686436358
10.53474561,-0.576203502
10.55611426,-0.686436358
10.57748291,-0.620296645
10.59885156,-0.642343216
10.62022021,-0.620296645
10.64158887,-0.576203502
10.66295752,-0.576203502
10.68432617,-0.554156931
10.70569482,-0.576203502
10.72706348,-0.664389787
10.74843213,-0.620296645
10.76980078,-0.598250073
10.79116943,-0.598250073
10.81253809,-0.576203502
10.83390674,-0.576203502
10.85527539,-0.576203502
10.87664404,-0.686436358
10.8980127,-0.554156931
10.91938135,-0.598250073
10.94075,-0.554156931
10.96211865,-0.554156931
10.9834873,-0.576203502
11.00485596,-0.53211036
11.02622461,-0.576203502
11.04759326,-0.620296645
11.06896191,-0.576203502
11.09033057,-0.576203502
11.11169922,-0.554156931
11.13306787,-0.576203502
11.15443652,-0.576203502
11.17580518,-0.510063788
11.19717383,-0.554156931
11.21854248,-0.554156931
11.23991113,-0.510063788
11.26127979,-0.664389787
11.28264844,-0.554156931
11.30401709,-0.53211036
11.32538574,-0.510063788
11.34675439,-0.443924075
11.36812305,-0.598250073
11.3894917,-0.53211036
11.41086035,-0.510063788
11.432229,-0.554156931
11.45359766,-0.53211036
11.47496631,-0.576203502
11.49633496,-0.510063788
11.51770361,-0.53211036
11.53907227,-0.488017217
11.56044092,-0.510063788
11.58180957,-0.510063788
11.60317822,-0.510063788
11.62454688,-0.465970646
11.64591553,-0.510063788
11.66728418,-0.598250073
11.68865283,-0.554156931
11.71002148,-0.510063788
11.73139014,-0.488017217
11.75275879,-0.510063788
11.77412744,-0.488017217
11.79549609,-0.510063788
11.81686475,-0.510063788
11.8382334,-0.53211036
11.85960205,-0.488017217
11.8809707,-0.443924075
11.90233936,-0.465970646
11.92370801,-0.443924075
11.94507666,-0.53211036
11.96644531,-0.510063788
11.98781396,-0.465970646
12.00918262,-0.488017217
12.03055127,-0.510063788
12.05191992,-0.421877503
12.07328857,-0.443924075
12.09465723,-0.510063788
12.11602588,-0.510063788
12.13739453,-0.510063788
12.15876318,-0.465970646
12.18013184,-0.510063788
12.20150049,-0.421877503
12.22286914,-0.465970646
12.24423779,-0.488017217
12.26560645,-0.465970646
12.2869751,-0.421877503
12.30834375,-0.399830932
12.3297124,-0.510063788
12.35108105,-0.465970646
12.37244971,-0.488017217
12.39381836,-0.443924075
12.41518701,-0.465970646
12.43655566,-0.465970646
12.45792432,-0.421877503
12.47929297,-0.554156931
12.50066162,-0.465970646
12.52203027,-0.443924075
12.54339893,-0.465970646
12.56476758,-0.488017217
12.58613623,-0.421877503
12.60750488,-0.510063788
12.62887354,-0.377784361
12.65024219,-0.465970646
12.67161084,-0.465970646
12.69297949,-0.510063788
12.71434814,-0.421877503
12.7357168,-0.465970646
12.75708545,-0.488017217
12.7784541,-0.377784361
12.79982275,-0.399830932
12.82119141,-0.399830932
12.84256006,-0.377784361
12.86392871,-0.399830932
12.88529736,-0.465970646
12.90666602,-0.443924075
12.92803467,-0.510063788
12.94940332,-0.421877503
12.97077197,-0.421877503
12.99214063,-0.399830932
13.01350928,-0.399830932
13.03487793,-0.421877503
13.05624658,-0.421877503
13.07761523,-0.421877503
13.09898389,-0.421877503
13.12035254,-0.377784361
13.14172119,-0.421877503
13.16308984,-0.399830932
13.1844585,-0.465970646
13.20582715,-0.377784361
13.2271958,-0.421877503
13.24856445,-0.333691218
13.26993311,-0.333691218
13.29130176,-0.399830932
13.31267041,-0.421877503
13.33403906,-0.289598076
13.35540771,-0.377784361
13.37677637,-0.399830932
13.39814502,-0.377784361
13.41951367,-0.377784361
13.44088232,-0.35573779
13.46225098,-0.333691218
13.48361963,-0.311644647
13.50498828,-0.311644647
13.52635693,-0.289598076
13.54772559,-0.35573779
13.56909424,-0.311644647
13.59046289,-0.333691218
13.61183154,-0.377784361
13.6332002,-0.311644647
13.65456885,-0.399830932
13.6759375,-0.311644647
13.69730615,-0.399830932
13.7186748,-0.399830932
13.74004346,-0.377784361
13.76141211,-0.333691218
13.78278076,-0.399830932
13.80414941,-0.377784361
13.82551807,-0.35573779
13.84688672,-0.377784361
13.86825537,-0.311644647
13.88962402,-0.377784361
13.91099268,-0.311644647
13.93236133,-0.35573779
13.95372998,-0.333691218
13.97509863,-0.333691218
13.99646729,-0.35573779
14.01783594,-0.333691218
14.03920459,-0.35573779
14.06057324,-0.333691218
14.08194189,-0.377784361
14.10331055,-0.377784361
14.1246792,-0.377784361
14.14604785,-0.333691218
14.1674165,-0.333691218
14.18878516,-0.289598076
14.21015381,-0.333691218
14.23152246,-0.311644647
14.25289111,-0.333691218
14.27425977,-0.311644647
14.29562842,-0.245504934
14.31699707,-0.311644647
14.33836572,-0.333691218
14.35973437,-0.289598076
14.38110303,-0.311644647
14.40247168,-0.267551505
14.42384033,-0.333691218
14.44520898,-0.333691218
14.46657764,-0.267551505
14.48794629,-0.267551505
14.50931494,-0.289598076
14.53068359,-0.333691218
14.55205225,-0.311644647
14.5734209,-0.267551505
14.59478955,-0.245504934
14.6161582,-0.267551505
14.63752686,-0.311644647
14.65889551,-0.267551505
14.68026416,-0.289598076
14.70163281,-0.267551505
14.72300146,-0.333691218
14.74437012,-0.311644647
14.76573877,-0.311644647
14.78710742,-0.311644647
14.80847607,-0.35573779
14.82984473,-0.289598076
14.85121338,-0.245504934
14.87258203,-0.223458362
14.89395068,-0.289598076
14.91531934,-0.245504934
14.93668799,-0.267551505
14.95805664,-0.223458362
14.97942529,-0.289598076
15.00079395,-0.245504934
15.0221626,-0.267551505
15.04353125,-0.267551505
15.0648999,-0.157318649
15.08626855,-0.267551505
15.10763721,-0.201411791
15.12900586,-0.245504934
15.15037451,-0.311644647
15.17174316,-0.267551505
15.19311182,-0.311644647
15.21448047,-0.333691218
15.23584912,-0.245504934
15.25721777,-0.245504934
15.27858643,-0.245504934
15.29995508,-0.311644647
15.32132373,-0.201411791
15.34269238,-0.223458362
15.36406104,-0.267551505
15.38542969,-0.245504934
15.40679834,-0.245504934
15.42816699,-0.289598076
15.44953564,-0.17936522
15.4709043,-0.267551505
15.49227295,-0.17936522
15.5136416,-0.223458362
15.53501025,-0.289598076
15.55637891,-0.245504934
15.57774756,-0.245504934
15.59911621,-0.201411791
15.62048486,-0.201411791
15.64185352,-0.223458362
15.66322217,-0.245504934
15.68459082,-0.223458362
15.70595947,-0.245504934
15.72732813,-0.201411791
15.74869678,-0.245504934
15.77006543,-0.267551505
15.79143408,-0.201411791
15.81280273,-0.17936522
15.83417139,-0.289598076
15.85554004,-0.223458362
15.87690869,-0.201411791
15.89827734,-0.245504934
15.919646,-0.245504934
15.94101465,-0.201411791
15.9623833,-0.17936522
15.98375195,-0.157318649
16.00512061,-0.245504934
16.02648926,-0.135272077
16.04785791,-0.201411791
16.06922656,-0.223458362
16.09059521,-0.201411791
16.11196387,-0.157318649
16.13333252,-0.201411791
16.15470117,-0.201411791
16.17606982,-0.245504934
16.19743848,-0.245504934
16.21880713,-0.201411791
16.24017578,-0.201411791
16.26154443,-0.223458362
16.28291309,-0.245504934
16.30428174,-0.157318649
16.32565039,-0.223458362
16.34701904,-0.17936522
16.3683877,-0.223458362
16.38975635,-0.17936522
16.411125,-0.157318649
16.43249365,-0.223458362
16.4538623,-0.157318649
16.47523096,-0.17936522
16.49659961,-0.17936522
16.51796826,-0.157318649
16.53933691,-0.135272077
16.56070557,-0.17936522
16.58207422,-0.223458362
16.60344287,-0.17936522
16.62481152,-0.135272077
16.64618018,-0.223458362
16.66754883,-0.17936522
16.68891748,-0.157318649
16.71028613,-0.17936522
16.73165479,-0.201411791
16.75302344,-0.157318649
16.77439209,-0.201411791
16.79576074,-0.135272077
16.81712939,-0.135272077
16.83849805,-0.223458362
16.8598667,-0.135272077
16.88123535,-0.17936522
16.902604,-0.157318649
16.92397266,-0.157318649
16.94534131,-0.17936522
16.96670996,-0.17936522
16.98807861,-0.113225506
17.00944727,-0.135272077
17.03081592,-0.135272077
17.05218457,-0.157318649
17.07355322,-0.157318649
17.09492188,-0.17936522
17.11629053,-0.201411791
17.13765918,-0.17936522
17.15902783,-0.091178935
17.18039648,-0.135272077
17.20176514,-0.17936522
17.22313379,-0.157318649
17.24450244,-0.17936522
17.26587109,-0.17936522
17.28723975,-0.17936522
17.3086084,-0.113225506
17.32997705,-0.157318649
17.3513457,-0.17936522
17.37271436,-0.113225506
17.39408301,-0.17936522
17.41545166,-0.157318649
17.43682031,-0.135272077
17.45818896,-0.201411791
17.47955762,-0.201411791
17.50092627,-0.17936522
17.52229492,-0.113225506
17.54366357,-0.157318649
17.56503223,-0.17936522
17.58640088,-0.113225506
17.60776953,-0.113225506
17.62913818,-0.135272077
17.65050684,-0.201411791
17.67187549,-0.135272077
17.69324414,-0.157318649
17.71461279,-0.201411791
17.73598145,-0.17936522
17.7573501,-0.113225506
17.77871875,-0.157318649
17.8000874,-0.135272077
17.82145605,-0.157318649
17.84282471,-0.157318649
17.86419336,-0.113225506
17.88556201,-0.113225506
17.90693066,-0.135272077
17.92829932,-0.17936522
17.94966797,-0.17936522
17.97103662,-0.223458362
17.99240527,-0.113225506
18.01377393,-0.135272077
18.03514258,-0.113225506
18.05651123,-0.069132364
18.07787988,-0.047085792
18.09924854,-0.135272077
18.12061719,-0.201411791
18.14198584,-0.157318649
18.16335449,-0.157318649
18.18472314,-0.113225506
18.2060918,-0.157318649
18.22746045,-0.113225506
18.2488291,-0.069132364
18.27019775,-0.135272077
18.29156641,-0.091178935
18.31293506,-0.157318649
18.33430371,-0.091178935
18.35567236,-0.069132364
18.37704102,-0.113225506
18.39840967,-0.113225506
18.41977832,-0.091178935
18.44114697,-0.135272077
18.46251562,-0.113225506
18.48388428,-0.091178935
18.50525293,-0.113225506
18.52662158,-0.113225506
18.54799023,-0.091178935
18.56935889,-0.113225506
18.59072754,-0.069132364
18.61209619,-0.113225506
18.63346484,-0.113225506
18.6548335,-0.135272077
18.67620215,-0.113225506
18.6975708,-0.157318649
18.71893945,-0.135272077
18.74030811,-0.091178935
18.76167676,-0.091178935
18.78304541,-0.113225506
18.80441406,-0.113225506
18.82578271,-0.091178935
18.84715137,-0.113225506
18.86852002,-0.025039221
18.88988867,-0.113225506
18.91125732,-0.047085792
18.93262598,-0.091178935
18.95399463,-0.135272077
18.97536328,-0.091178935
18.99673193,-0.113225506
19.01810059,-0.069132364
19.03946924,-0.047085792
19.06083789,-0.157318649
19.08220654,-0.091178935
19.1035752,-0.047085792
19.12494385,-0.113225506
19.1463125,-0.069132364
19.16768115,-0.157318649
19.1890498,-0.047085792
19.21041846,-0.091178935
19.23178711,-0.069132364
19.25315576,-0.069132364
19.27452441,-0.025039221
19.29589307,-0.069132364
19.31726172,-0.091178935
19.33863037,-0.069132364
19.35999902,-0.091178935
19.38136768,-0.025039221
19.40273633,-0.025039221
19.42410498,-0.025039221
19.44547363,-0.047085792
19.46684229,-0.113225506
19.48821094,-0.091178935
19.50957959,-0.069132364
19.53094824,-0.00299265
19.55231689,-0.113225506
19.57368555,-0.047085792
19.5950542,-0.025039221
19.61642285,0.019053921
19.6377915,-0.113225506
19.65916016,-0.135272077
19.68052881,-0.047085792
19.70189746,-0.047085792
19.72326611,-0.047085792
19.74463477,-0.047085792
19.76600342,-0.091178935
19.78737207,-0.091178935
19.80874072,-0.069132364
19.83010938,-0.091178935
19.85147803,-0.069132364
19.87284668,-0.069132364
19.89421533,-0.091178935
19.91558398,-0.00299265
19.93695264,-0.047085792
19.95832129,-0.069132364
19.97968994,-0.069132364
20.00105859,-0.091178935
20.02242725,-0.091178935
20.0437959,-0.047085792
20.06516455,-0.069132364
20.0865332,-0.025039221
20.10790186,-0.157318649
20.12927051,-0.091178935
20.15063916,-0.069132364
20.17200781,-0.091178935
20.19337646,-0.069132364
20.21474512,-0.00299265
20.23611377,-0.069132364
20.25748242,0.019053921
20.27885107,-0.025039221
20.30021973,0.019053921
20.32158838,-0.069132364
20.34295703,-0.025039221
20.36432568,-0.047085792
20.38569434,-0.025039221
20.40706299,-0.157318649
20.42843164,-0.069132364
20.44980029,-0.047085792
20.47116895,-0.00299265
20.4925376,-0.091178935
20.51390625,-0.091178935
20.5352749,-0.025039221
20.55664355,-0.069132364
20.57801221,-0.113225506
20.59938086,0.019053921
20.62074951,-0.00299265
20.64211816,-0.069132364
20.66348682,-0.047085792
20.68485547,-0.113225506
20.70622412,-0.025039221
20.72759277,-0.069132364
20.74896143,-0.069132364
20.77033008,-0.069132364
20.79169873,-0.025039221
20.81306738,0.019053921
20.83443604,-0.047085792
20.85580469,-0.091178935
20.87717334,-0.113225506
20.89854199,-0.069132364
20.91991064,-0.091178935
20.9412793,0.041100493
20.96264795,-0.069132364
20.9840166,0.041100493
21.00538525,0.019053921
21.02675391,-0.00299265
21.04812256,-0.047085792
21.06949121,-0.047085792
21.09085986,0.019053921
21.11222852,-0.00299265
21.13359717,-0.047085792
21.15496582,-0.069132364
21.17633447,-0.091178935
21.19770313,-0.00299265
21.21907178,-0.069132364
21.24044043,0.019053921
21.26180908,-0.025039221
21.28317773,-0.025039221
21.30454639,-0.069132364
21.32591504,-0.025039221
21.34728369,0.041100493
21.36865234,-0.025039221
21.390021,-0.069132364
21.41138965,0.019053921
21.4327583,-0.025039221
21.45412695,-0.025039221
21.47549561,-0.069132364
21.49686426,0.019053921
21.51823291,-0.00299265
21.53960156,-0.00299265
21.56097021,-0.047085792
21.58233887,0.019053921
21.60370752,-0.047085792
21.62507617,-0.047085792
21.64644482,-0.047085792
21.66781348,-0.047085792
21.68918213,-0.091178935
21.71055078,0.063147064
21.73191943,-0.00299265
21.75328809,-0.025039221
21.77465674,-0.025039221
21.79602539,0.019053921
21.81739404,0.041100493
21.8387627,0.019053921
21.86013135,-0.047085792
